"text","extracted_text","cleaned_text","normalized_text","processed","sentiment_label","likes","reply_count","created_time_formatted"
"raizwanwan’s comment: nasionalisme tidak ada hubungannya dengan uang pak mohon maaf nih ye","nasionalisme tidak ada hubungannya dengan uang pak mohon maaf nih ye","nasionalisme tidak ada hubungannya dengan uang pak mohon maaf nih ye","nasionalisme tidak ada hubungannya dengan uang pak mohon maaf nih ye","nasionalisme hubung uang mohon maaf ye","negatif","5","0","2025-02-12 23:43:39"
"selamat yang udah pada bisa kabur aja dulu, semoga suatu saat bisa nyusul","selamat yang udah pada bisa kabur aja dulu, semoga suatu saat bisa nyusul","selamat yang udah pada bisa kabur aja dulu semoga suatu saat bisa nyusul","selamat yang sudah pada bisa kabur aja dulu semoga suatu saat bisa nyusul","selamat kabur aja moga nyusul","positif","0","0","2025-02-15 14:04:48"
"inisial H’s comment: itu pertanda di dalam negeri belum bisa menjamin kesejahteraan rakyatnya gak pak","itu pertanda di dalam negeri belum bisa menjamin kesejahteraan rakyatnya gak pak","itu pertanda di dalam negeri belum bisa menjamin kesejahteraan rakyatnya gak pak","itu pertanda di dalam negeri belum bisa menjamin kesejahteraan rakyatnya tidak pak","tanda negeri jamin sejahtera rakyat","negatif","1","0","2025-02-15 03:38:12"
"dia mah si paling nasionalisme😌","dia mah si paling nasionalisme😌","dia mah si paling nasionalisme","dia mah si paling nasionalisme","nasionalisme","positif","0","0","2025-02-24 12:46:46"
"hana maryam’s comment: lapngn kerj syaratnya segudng, umur d ats 25th sdh d anggap jompo","lapngn kerj syaratnya segudng, umur d ats 25th sdh d anggap jompo","lapngn kerj syaratnya segudng umur d ats 25th sdh d anggap jompo","lapngn kerj syaratnya segudng umur d ats 25th sudah d anggap jompo","lapngn kerj syarat segudng umur ats anggap jompo","netral","0","0","2025-02-16 08:29:20"
"Famia’s comment: semoga selalu dalam lindungan Allah dan sukses..💪","semoga selalu dalam lindungan Allah dan sukses..💪","semoga selalu dalam lindungan allah dan sukses","semoga selalu dalam lindungan allah dan sukses","moga lindung allah sukses","positif","0","0","2025-02-15 21:05:08"
"jangankan #KaburAjaDulu
orang kabur dari masalalu aja susah amat🙂","jangankan #KaburAjaDulu
orang kabur dari masalalu aja susah amat🙂","jangankan orang kabur dari masalalu aja susah amat","jangankan orang kabur dari masalalu aja susah amat","orang kabur masalalu aja susah","negatif","19","1","2025-02-14 12:40:53"
"SSAN’s comment: kak ikutt","kak ikutt","kak ikutt","kak ikutt","kak ikutt","positif","0","0","2025-02-19 06:08:48"
"Hafhiz Travel 🚀’s comment: lah kalian para pejabat mana jiwa nasionalisme nya kok tunjangan banyak masih korupsi","lah kalian para pejabat mana jiwa nasionalisme nya kok tunjangan banyak masih korupsi","lah kalian para pejabat mana jiwa nasionalisme nya kok tunjangan banyak masih korupsi","lah kalian para pejabat mana jiwa nasionalisme nya kok tunjangan banyak masih korupsi","jabat jiwa nasionalisme tunjang korupsi","negatif","0","0","2025-02-23 02:26:50"
"ムハンマド・ファイサル 254’s comment: #kaburajadulu 🔥","#kaburajadulu 🔥","","","","positif","0","0","2025-02-16 11:20:30"
"kayak pada muak dengan indonesia saat ini
kayak udah darurat indonesia saat ini kepercayaan rakyat mulai hilang","kayak pada muak dengan indonesia saat ini
kayak udah darurat indonesia saat ini kepercayaan rakyat mulai hilang","kayak pada muak dengan indonesia saat ini kayak udah darurat indonesia saat ini kepercayaan rakyat mulai hilang","kayak pada muak dengan indonesia saat ini kayak sudah darurat indonesia saat ini kepercayaan rakyat mulai hilang","kayak muak indonesia kayak darurat indonesia percaya rakyat hilang","negatif","0","0","2025-03-08 09:36:27"
"Booo👻’s comment: lah aku mah gas aja sayangnya ga ada modal","lah aku mah gas aja sayangnya ga ada modal","lah aku mah gas aja sayangnya ga ada modal","lah saya mah gas aja sayangnya tidak ada modal","gas aja sayang modal","negatif","0","0","2025-02-19 21:32:50"
"ALI Ai’s comment: boleh kabur, tapi jangan sampai buat soud horeng di luar negri apalagi di jepang😆","boleh kabur, tapi jangan sampai buat soud horeng di luar negri apalagi di jepang😆","boleh kabur tapi jangan sampai buat soud horeng di luar negri apalagi di jepang","boleh kabur tapi jangan sampai buat soud horeng di luar negri apalagi di jepang","kabur soud horeng negri jepang","positif","0","0","2025-02-17 06:20:38"
"Purrarie_dolls’s comment: Kak ajak-ajak kak😭","Kak ajak-ajak kak😭","kak ajakajak kak","kak ajakajak kak","kak ajakajak kak","positif","0","0","2025-02-19 09:31:23"
"coklatkacangsusu’s comment: @Rakyat Nagoya gawe rik","@Rakyat Nagoya gawe rik","nagoya gawe rik","nagoya gawe rik","nagoya gawe rik","negatif","0","2","2025-02-14 13:12:46"
"andi’s comment: Bro🤣🤣🤣","Bro🤣🤣🤣","bro","bro","bro","negatif","0","0","2025-02-19 02:20:40"
"neg indo melalui pemerintah nya kgk bs memberikan jaminan kehidupan yang lebih baik.
sadarlah para menteri ku yg bbrp wkt lalu bicara nasionalisme.
lapar TDK bs kenyang hny Krn nasionalisme.n saya tny koruptor yg bnyk pejabat itu Pny nasionalisme ato kgk. ingat .
Ingak beras, tempe, tahu, listrik, PAM pendidikan dibyr pake uang hsl krj.trz BKN dibyr pake nasionalisme doank
BPK yg ngomong itu enak dah terima gaji n tunjangan nya sdh selangit","neg indo melalui pemerintah nya kgk bs memberikan jaminan kehidupan yang lebih baik.
sadarlah para menteri ku yg bbrp wkt lalu bicara nasionalisme.
lapar TDK bs kenyang hny Krn nasionalisme.n saya tny koruptor yg bnyk pejabat itu Pny nasionalisme ato kgk. ingat .
Ingak beras, tempe, tahu, listrik, PAM pendidikan dibyr pake uang hsl krj.trz BKN dibyr pake nasionalisme doank
BPK yg ngomong itu enak dah terima gaji n tunjangan nya sdh selangit","neg indo melalui pemerintah nya kgk bs memberikan jaminan kehidupan yang lebih baik sadarlah para menteri ku yg bbrp wkt lalu bicara nasionalisme lapar tdk bs kenyang hny krn nasionalismen saya tny koruptor yg bnyk pejabat itu pny nasionalisme ato kgk ingat ingak beras tempe tahu listrik pam pendidikan dibyr pake uang hsl krjtrz bkn dibyr pake nasionalisme doank bpk yg ngomong itu enak dah terima gaji n tunjangan nya sdh selangit","neg indonesia melalui pemerintah nya kgk bisa memberikan jaminan kehidupan yang lebih baik sadarlah para menteri saya yang bbrp wkt lalu bicara nasionalisme lapar tidak bisa kenyang hny karena nasionalismen saya tny koruptor yang bnyk pejabat itu pny nasionalisme ato kgk ingat ingak beras tempe tahu listrik pam pendidikan dibyr pake uang hsl krjtrz bkn dibyr pake nasionalisme doank bpk yang ngomong itu enak dah terima gaji n tunjangan nya sudah selangit","neg indonesia perintah kgk jamin hidup sadar menteri bbrp wkt bicara nasionalisme lapar kenyang hny nasionalismen tny koruptor bnyk jabat pny nasionalisme ato kgk ingak beras tempe listrik pam didik dibyr pake uang hsl krjtrz bkn dibyr pake nasionalisme doank bpk ngomong enak dah terima gaji tunjang langit","negatif","0","0","2025-02-16 13:28:50"
"dhipzy_m’s comment: Bubar aja dulu❤️","Bubar aja dulu❤️","bubar aja dulu","bubar aja dulu","bubar aja","negatif","1","0","2025-02-12 22:00:40"
"PENTINGNYA MILIH PEMIMPIN PRO RAKYAT","PENTINGNYA MILIH PEMIMPIN PRO RAKYAT","pentingnya milih pemimpin pro rakyat","pentingnya milih pemimpin pro rakyat","milih pimpin pro rakyat","netral","5","0","2025-02-12 08:55:03"
"KEEP ON WALKING’s comment: bukannya intropeksi 😏","bukannya intropeksi 😏","bukannya intropeksi","bukannya intropeksi","intropeksi","negatif","0","0","2025-02-18 19:32:29"
"Renny aureliani rauf 💋💅’s comment: iya bu kuliah mahal2 gaji cuma gaji UMR biaya hidup ampun2 dah","iya bu kuliah mahal2 gaji cuma gaji UMR biaya hidup ampun2 dah","iya bu kuliah mahal2 gaji cuma gaji umr biaya hidup ampun2 dah","iya bu kuliah mahal2 gaji cuma gaji umr biaya hidup ampun2 dah","iya bu kuliah gaji gaji umr biaya hidup dah","negatif","0","0","2025-02-14 13:17:53"
"D""tree_iyaz😊’s comment: lebih mudah mencerdaskan hewan dari mencerdaskan pendukung 58%","lebih mudah mencerdaskan hewan dari mencerdaskan pendukung 58%","lebih mudah mencerdaskan hewan dari mencerdaskan pendukung 58","lebih mudah mencerdaskan hewan dari mencerdaskan pendukung 58","mudah cerdas hewan cerdas dukung","negatif","0","0","2025-02-16 08:51:16"
"Naokun’s comment: Jangan mau makan gaji umr di masa muda, mimpi mu lebih besar dari umr","Jangan mau makan gaji umr di masa muda, mimpi mu lebih besar dari umr","jangan mau makan gaji umr di masa muda mimpi mu lebih besar dari umr","jangan mau makan gaji umr di masa muda mimpi mu lebih besar dari umr","makan gaji umr muda mimpi umr","negatif","0","0","2025-02-15 01:05:22"
