"text","extracted_text","cleaned_text","normalized_text","processed","sentiment_label","likes","reply_count","created_time_formatted"
"tren hanya sesaat😏","tren hanya sesaat😏","tren hanya sesaat","tren hanya sesaat","tren","positif","0","0","2025-02-11 19:38:49"
"umr ora sepiro berkelahi dg nasionalisme😂","umr ora sepiro berkelahi dg nasionalisme😂","umr ora sepiro berkelahi dg nasionalisme","umr ora sepiro berkelahi dg nasionalisme","umr ora sepiro kelah dg nasionalisme","negatif","0","0","2025-02-21 10:04:36"
"AbuAthiyah’s comment: kalo luar negeri kerja keras dan orang pintar di hargai dan kalo di Indonesia kamu kerja keras dan kamu pintar tidak hargai karena pemikiran nya tidak menguntungkan, kecuali keluarga kamu kaya 😁","kalo luar negeri kerja keras dan orang pintar di hargai dan kalo di Indonesia kamu kerja keras dan kamu pintar tidak hargai karena pemikiran nya tidak menguntungkan, kecuali keluarga kamu kaya 😁","kalo luar negeri kerja keras dan orang pintar di hargai dan kalo di indonesia kamu kerja keras dan kamu pintar tidak hargai karena pemikiran nya tidak menguntungkan kecuali keluarga kamu kaya","kalau luar negeri kerja keras dan orang pintar di hargai dan kalau di indonesia kamu kerja keras dan kamu pintar tidak hargai karena pemikiran nya tidak menguntungkan kecuali keluarga kamu kaya","negeri kerja keras orang pintar harga indonesia kerja keras pintar harga pikir untung kecuali keluarga kaya","negatif","0","0","2025-02-15 00:22:57"
"nová’s comment: ke Singapura aja ngab, bisa bahasa Melayu di sana, gaji nya besar, ga ada syarat syarat tinggi badan lah, harus good looking lah, kaga jir, bagus di sono, cuman saran doang 🗿","ke Singapura aja ngab, bisa bahasa Melayu di sana, gaji nya besar, ga ada syarat syarat tinggi badan lah, harus good looking lah, kaga jir, bagus di sono, cuman saran doang 🗿","ke singapura aja ngab bisa bahasa melayu di sana gaji nya besar ga ada syarat syarat tinggi badan lah harus good looking lah kaga jir bagus di sono cuman saran doang","ke singapura aja ngab bisa bahasa melayu di sana gaji nya besar tidak ada syarat syarat tinggi badan lah harus good looking lah kaga jir bagus di sono cuman saran doang","singapura aja ngab bahasa melayu gaji syarat syarat badan good looking kaga jir bagus sono cuman saran doang","negatif","0","0","2025-02-19 07:40:20"
"sbntr lagi bnyk stop bayar pajak 😁 biar mandiri pemerintah ya","sbntr lagi bnyk stop bayar pajak 😁 biar mandiri pemerintah ya","sbntr lagi bnyk stop bayar pajak biar mandiri pemerintah ya","sbntr lagi bnyk stop bayar pajak biar mandiri pemerintah ya","sbntr bnyk stop bayar pajak biar mandiri perintah","negatif","1","0","2025-02-13 13:30:37"
"tinggalin aja pejabat di indo. kita mah keluar negri aja😹😹","tinggalin aja pejabat di indo. kita mah keluar negri aja😹😹","tinggalin aja pejabat di indo kita mah keluar negri aja","tinggalin aja pejabat di indonesia kita mah keluar negri aja","tinggalin aja jabat indonesia negri aja","positif","1","0","2025-02-13 04:55:08"
"Shaotho’s comment: cemilan enak penipu buat yg awan dan kebelet kabur😂","cemilan enak penipu buat yg awan dan kebelet kabur😂","cemilan enak penipu buat yg awan dan kebelet kabur","cemilan enak penipu buat yang awan dan kebelet kabur","cemilan enak tipu awan kebelet kabur","positif","0","0","2025-02-17 11:11:55"
">cukimay u.’s comment: doain bg, aku habis lulus smk mau magang di jepang😁","doain bg, aku habis lulus smk mau magang di jepang😁","doain bg aku habis lulus smk mau magang di jepang","doakan bg saya habis lulus smk mau magang di jepang","doa bg habis lulus smk magang jepang","positif","0","0","2025-02-13 02:57:13"
"Naura’s comment: Jangan kan kita rakyat biasa, almarhum pak habibi saja beliau malh di hargain di jerman atas hasil dia bikin pesawat, di banding di negaranya sendiri🗿","Jangan kan kita rakyat biasa, almarhum pak habibi saja beliau malh di hargain di jerman atas hasil dia bikin pesawat, di banding di negaranya sendiri🗿","jangan kan kita rakyat biasa almarhum pak habibi saja beliau malh di hargain di jerman atas hasil dia bikin pesawat di banding di negaranya sendiri","jangan kan kita rakyat biasa almarhum pak habibi saja beliau malh di hargain di jerman atas hasil dia bikin pesawat di banding di negaranya sendiri","rakyat almarhum habibi beliau malh hargain jerman hasil bikin pesawat banding negara","positif","0","0","2025-02-19 02:25:14"
"Aulll$’s comment: di hargai di negeri orang daripda di negeri sendiri #kaburajadulu","di hargai di negeri orang daripda di negeri sendiri #kaburajadulu","di hargai di negeri orang daripda di negeri sendiri","di hargai di negeri orang daripda di negeri sendiri","harga negeri orang daripda negeri","positif","0","0","2025-02-14 14:39:05"
