text,extracted_text,cleaned_text,normalized_text,tokens_no_stopwords_and_stemmed,tokens_no_stopwords_and_stemmed_formatted,processed,likes,reply_count,created_time_formatted,is_pinned,is_reply,user_verified,comment_language
Kiuwkiuw’s comment: info dong kerja di jepang. siap terbang,info dong kerja di jepang. siap terbang,info dong kerja di jepang siap terbang,info dong kerja di jepang siap terbang,"['info', 'kerja', 'jepang', 'terbang']","[info, kerja, jepang, terbang]",info kerja jepang terbang,0,0,2025-02-17 07:37:09,False,True,False,id
"dih’s comment: kayanya semakin dewasa gw pun akan punya pikiran untuk pindah, dan kalo gw beneran sampe pindah, gw bakal sangat merindukan Bandung","kayanya semakin dewasa gw pun akan punya pikiran untuk pindah, dan kalo gw beneran sampe pindah, gw bakal sangat merindukan Bandung",kayanya semakin dewasa gw pun akan punya pikiran untuk pindah dan kalo gw beneran sampe pindah gw bakal sangat merindukan bandung,kayanya semakin dewasa saya pun akan punya pikiran untuk pindah dan kalau saya beneran sampe pindah saya bakal sangat merindukan bandung,"['kaya', 'dewasa', 'pikir', 'pindah', 'beneran', 'sampe', 'pindah', 'rindu', 'bandung']","[kaya, dewasa, pikir, pindah, beneran, sampe, pindah, rindu, bandung]",kaya dewasa pikir pindah beneran sampe pindah rindu bandung,1,1,2025-02-13 01:26:18,False,True,False,id
"Semua juga kalau punya kesempatan pasti milih kabur. ya gimana diluar cari kerja gampang, gaji tinggi, biaya hidup terjangkau, pajak yg dibayar bisa dirasakan. dan msh bnyk +++++ lagi kalau diluar","Semua juga kalau punya kesempatan pasti milih kabur. ya gimana diluar cari kerja gampang, gaji tinggi, biaya hidup terjangkau, pajak yg dibayar bisa dirasakan. dan msh bnyk +++++ lagi kalau diluar",semua juga kalau punya kesempatan pasti milih kabur ya gimana diluar cari kerja gampang gaji tinggi biaya hidup terjangkau pajak yg dibayar bisa dirasakan dan msh bnyk lagi kalau diluar,semua juga kalau punya kesempatan pasti milih kabur ya bagaimana diluar cari kerja gampang gaji tinggi biaya hidup terjangkau pajak yang dibayar bisa dirasakan dan msh bnyk lagi kalau diluar,"['sempat', 'milih', 'kabur', 'luar', 'cari', 'kerja', 'gampang', 'gaji', 'biaya', 'hidup', 'jangkau', 'pajak', 'bayar', 'rasa', 'msh', 'bnyk', 'luar']","[sempat, milih, kabur, luar, cari, kerja, gampang, gaji, biaya, hidup, jangkau, pajak, bayar, rasa, msh, bnyk, luar]",sempat milih kabur luar cari kerja gampang gaji biaya hidup jangkau pajak bayar rasa msh bnyk luar,3,1,2025-02-12 07:30:51,False,True,False,id
R’s comment: apakah korupsi itu wujud dari nasionalisme??😆😆🤣🤣🤣,apakah korupsi itu wujud dari nasionalisme??😆😆🤣🤣🤣,apakah korupsi itu wujud dari nasionalisme,apakah korupsi itu wujud dari nasionalisme,"['korupsi', 'wujud', 'nasionalisme']","[korupsi, wujud, nasionalisme]",korupsi wujud nasionalisme,0,0,2025-02-19 08:05:12,False,True,False,id
"uang"" kita kok 🤣🤣","uang"" kita kok 🤣🤣",uang kita kok,uang kita kok,['uang'],[uang],uang,0,0,2025-02-16 05:08:46,False,True,False,id
ZAKI PCR ALYA’s comment: gw sih ke thailand mx king gw auto guanteng,gw sih ke thailand mx king gw auto guanteng,gw sih ke thailand mx king gw auto guanteng,saya sih ke thailand mx king saya auto guanteng,"['thailand', 'mx', 'king', 'auto', 'guanteng']","[thailand, mx, king, auto, guanteng]",thailand mx king auto guanteng,0,0,2025-02-21 07:00:44,False,True,False,id
neoardilan’s comment: lagi ngumpulin duit buat ke WFH ke Australia,lagi ngumpulin duit buat ke WFH ke Australia,lagi ngumpulin duit buat ke wfh ke australia,lagi ngumpulin duit buat ke wfh ke australia,"['ngumpulin', 'duit', 'wfh', 'australia']","[ngumpulin, duit, wfh, australia]",ngumpulin duit wfh australia,0,0,2025-02-16 12:42:38,False,True,False,id
"Aprilia’s comment: yuk ganti tagar #RakyatMeragukanKinerjaPemerintah
terutama DPR","yuk ganti tagar #RakyatMeragukanKinerjaPemerintah
terutama DPR",yuk ganti tagar terutama dpr,yuk ganti tagar terutama dpr,"['ganti', 'tagar', 'dpr']","[ganti, tagar, dpr]",ganti tagar dpr,0,0,2025-02-17 11:56:33,False,True,False,id
noer rochman252’s comment: semoga hama hama pindah semua,semoga hama hama pindah semua,semoga hama hama pindah semua,semoga hama hama pindah semua,"['moga', 'hama', 'hama', 'pindah']","[moga, hama, hama, pindah]",moga hama hama pindah,1,0,2025-02-14 22:21:27,False,True,False,id
"Ansel’s comment: gak bisa keluar negeri,so'alnya tanah saya banyak di indo🤣","gak bisa keluar negeri,so'alnya tanah saya banyak di indo🤣",gak bisa keluar negerisoalnya tanah saya banyak di indo,tidak bisa keluar negerisoalnya tanah saya banyak di indonesia,"['negerisoalnya', 'tanah', 'indonesia']","[negerisoalnya, tanah, indonesia]",negerisoalnya tanah indonesia,2,0,2025-02-13 15:36:30,False,True,False,id
